Sample,gene_family,product_name,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,Gene Length,Gene Base Coverage,Bases Abundance,% Gene Coverage,Presence
ACM21,lnu(C),lincosamide nucleotidyltransferase Lnu(C),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_063851341.1,NG_047924.1,495,475,2708,95.95959595959596,1
ACM21,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856419.1,NG_048292.1,1920,1011,2849,52.65625000000001,1
ACM21,eat(A),ABC-F type ribosomal protection protein Eat(A),AMR,AMR,PLEUROMUTILIN,PLEUROMUTILIN,WP_002296175.1,NG_047762.1,1503,1498,10304,99.66733200266134,1
ACM21,tet(32),tetracycline resistance ribosomal protection protein Tet(32),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_015573056.1,NG_048124.1,1920,369,446,19.21875,1
ACM22,oqxB,multidrug efflux RND transporter permease subunit OqxB18,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,WP_063865440.1,NG_050436.1,3153,151,151,4.7890897557881384,1
ACM22,mef(A),macrolide efflux MFS transporter Mef(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_012102963.1,NG_047970.1,1227,325,604,26.487367563162184,1
ACM22,tet(G),tetracycline efflux MFS transporter Tet(G),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_032488557.1,NG_048191.1,1182,678,1499,57.360406091370564,1
ACM22,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856407.1,NG_048270.1,1926,1078,1751,55.97092419522326,1
ACM22,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856436.1,NG_048304.1,1167,388,906,33.24764353041988,1
ACM22,lnu(F),lincosamide nucleotidyltransferase Lnu(F),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_063851344.1,NG_047928.1,822,560,1635,68.1265206812652,1
ACM22,mphH,macrolide 2'-phosphotransferase MphH,AMR,AMR,MACROLIDE,MACROLIDE,WP_015776248.1,NG_065845.1,897,329,598,36.677814938684506,1
ACM22,erm(T),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T),AMR,AMR,MACROLIDE,MACROLIDE,WP_063844825.1,NG_047838.1,735,157,300,21.360544217687075,1
ACM22,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856444.1,NG_048306.1,1137,1026,3261,90.23746701846966,1
ACM22,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,WP_000868795.1,NG_047756.1,498,151,151,30.32128514056225,1
ACM22,aadS,aminoglycoside 6-adenylyltransferase AadS,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_003013318.1,NG_047380.1,864,612,1902,70.83333333333334,1
ACM22,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_019727244.1,NG_048098.1,882,592,2191,67.12018140589569,1
ACM22,aadA7,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840455.1,NG_047363.1,798,797,16034,99.87468671679198,1
ACM22,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_094309310.1,NG_065852.1,1158,254,453,21.934369602763386,1
ACM22,spw,ANT(9) family aminoglycoside nucleotidyltransferase Spw,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002294509.1,NG_048075.1,810,329,428,40.617283950617285,1
ACM22,lnu(A),lincosamide nucleotidyltransferase Lnu(A),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_000700648.1,NG_047915.1,486,173,301,35.59670781893004,1
ACM22,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856399.1,NG_048240.1,1920,856,1171,44.583333333333336,1
ACM22,blaEC,cephalosporin-hydrolyzing class C beta-lactamase EC-8,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063860454.1,NG_049086.1,1134,153,302,13.492063492063492,1
ACM22,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846187.1,NG_052136.1,789,221,290,28.010139416983527,1
ACM22,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010794532.1,NG_047415.1,804,478,1607,59.452736318407965,1
ACM22,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856111.1,NG_048218.1,1920,624,1139,32.5,1
ACM22,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856422.1,NG_048295.1,1923,1018,2941,52.93811752470099,1
ACM22,tet(O),tetracycline resistance ribosomal protection protein Tet(O),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856405.1,NG_048262.1,1920,151,289,7.864583333333333,1
ACM22,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856394.1,NG_048231.1,1920,291,431,15.156249999999998,1
ACM22,tet(Y),tetracycline efflux MFS transporter Tet(Y),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856459.1,NG_048310.1,1176,566,1208,48.12925170068027,1
ACM22,tet(K),tetracycline efflux MFS transporter Tet(K),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_000492283.1,NG_048200.1,1380,874,2092,63.33333333333333,1
ACM22,mef(C),macrolide efflux MFS transporter Mef(C),AMR,AMR,MACROLIDE,MACROLIDE,WP_014386804.1,NG_047979.1,1224,250,453,20.424836601307188,1
ACM22,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855046.1,NG_048085.1,852,464,859,54.460093896713616,1
ACM22,aadA16,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001749984.1,NG_047339.1,846,158,302,18.67612293144208,1
ACM22,mef(A),macrolide efflux MFS transporter Mef(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_063853563.1,NG_047960.1,1218,405,906,33.251231527093594,1
ACM22,mef(En2),macrolide efflux MFS transporter Mef(En2),AMR,AMR,MACROLIDE,MACROLIDE,WP_063853729.1,NG_047980.1,1206,493,1030,40.878938640132674,1
ACM22,aadE,aminoglycoside 6-adenylyltransferase AadE,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001255868.1,NG_047378.1,867,132,132,15.22491349480969,1
ACM22,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063842183.1,NG_047465.1,837,828,9252,98.9247311827957,1
ACM22,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063842148.1,NG_047437.1,816,151,151,18.504901960784316,1
ACM22,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856108.1,NG_048214.1,1920,578,1762,30.104166666666664,1
ACM22,tetB(P),tetracycline resistance ribosomal protection protein TetB(P),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012478245.1,NG_048319.1,1959,151,296,7.708014293006636,1
ACM22,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856401.1,NG_048245.1,1920,367,450,19.114583333333332,1
ACM22,lnu(F),lincosamide nucleotidyltransferase Lnu(F),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_070342364.1,NG_051889.1,846,554,1625,65.48463356973994,1
ACM22,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001910823.1,NG_052318.1,792,136,136,17.17171717171717,1
ACM22,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855066.1,NG_048089.1,828,759,3734,91.66666666666666,1
ACM22,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_011270145.1,NG_048116.1,852,740,13050,86.85446009389672,1
ACM22,msr(D),ABC-F type ribosomal protection protein Msr(D),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_000420313.1,NG_048006.1,1464,724,1623,49.45355191256831,1
ACM22,ant(6)-Ia,aminoglycoside nucleotidyltransferase ANT(6)-Ia,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_002294505.1,NG_050582.1,864,299,729,34.60648148148148,1
ACM22,erm(B),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),AMR,AMR,MACROLIDE,MACROLIDE,WP_011018369.1,NG_056191.1,753,158,295,20.98273572377158,1
ACM22,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846272.1,NG_052313.1,792,228,292,28.78787878787879,1
ACM22,eat(A),ABC-F type ribosomal protection protein Eat(A),AMR,AMR,PLEUROMUTILIN,PLEUROMUTILIN,WP_002296175.1,NG_047762.1,1503,502,1034,33.39986693280107,1
ACM22,mef(A),macrolide efflux MFS transporter Mef(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_063853689.1,NG_047972.1,1218,142,142,11.658456486042693,1
ACM22,tet(40),tetracycline efflux MFS transporter Tet(40),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063855880.1,NG_048138.1,1221,151,151,12.366912366912366,1
ACM22,fexA,chloramphenicol/florfenicol efflux MFS transporter FexA,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,WP_015585966.1,NG_047857.1,1428,283,283,19.817927170868348,1
ACM22,tet(G),tetracycline efflux MFS transporter Tet(G),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856077.1,NG_048192.1,1176,798,2111,67.85714285714286,1
ACM22,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856415.1,NG_048286.1,1920,789,1770,41.09375,1
ACM22,lnu(B),lincosamide nucleotidyltransferase Lnu(B),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_002294514.1,NG_047923.1,804,158,297,19.65174129353234,1
ACM22,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_015060917.1,NG_048307.1,1161,174,302,14.987080103359174,1
ACM22,blaPST,subclass B1 metallo-beta-lactamase PST-2,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_150823494.1,NG_066543.1,729,166,288,22.770919067215363,1
ACM22,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_024160783.1,NG_065853.1,1167,148,148,12.68209083119109,1
ACM22,msr(C),ABC-F type ribosomal protection protein Msr(C),AMR,AMR,MACROLIDE,MACROLIDE,WP_063854349.1,NG_048003.1,1479,1265,3385,85.53076402974983,1
ACM22,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856397.1,NG_048237.1,1920,623,1038,32.447916666666664,1
ACM22,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002293989.1,NG_052140.1,549,175,453,31.876138433515482,1
ACM22,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_032490786.1,NG_048112.1,819,818,12049,99.87789987789988,1
ACM22,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063841683.1,NG_047429.1,816,148,148,18.137254901960784,1
ACM22,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855037.1,NG_048084.1,840,286,1194,34.04761904761905,1
ACM22,blaPME,class A extended-spectrum beta-lactamase PME-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063864599.1,NG_049973.1,930,545,900,58.602150537634415,1
ACM22,tet(39),tetracycline efflux MFS transporter Tet(39),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_004856455.1,NG_048137.1,1188,538,1332,45.28619528619529,1
ACM22,tet(33),tetracycline efflux MFS transporter Tet(33),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_109545038.1,NG_048128.2,1224,314,863,25.653594771241828,1
ACM22,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855540.1,NG_048108.1,816,800,10486,98.0392156862745,1
ACM22,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856408.1,NG_048271.1,1965,1018,2348,51.80661577608142,1
ACM22,lnu(G),lincosamide nucleotidyltransferase Lnu(G),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_002333496.1,NG_051760.1,804,360,893,44.776119402985074,1
ACM22,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_109545041.1,NG_056002.2,828,822,3812,99.27536231884058,1
ACM22,tet(L),tetracycline efflux MFS transporter Tet(L),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856080.1,NG_048201.1,1377,458,847,33.26071169208424,1
ACM22,tet(Z),tetracycline efflux MFS transporter Tet(Z),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_064190967.1,NG_048311.1,1251,361,892,28.85691446842526,1
ACM22,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856421.1,NG_048294.1,1920,648,1354,33.75,1
ACM22,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001082319.1,NG_047413.1,804,332,745,41.29353233830846,1
ACM22,aadA9,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840458.1,NG_047369.1,837,428,574,51.13500597371565,1
ACM22,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_122634437.1,NG_062353.1,1920,803,1610,41.822916666666664,1
ACM22,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,WP_063845037.1,NG_047864.1,1215,153,294,12.592592592592592,1
ACM22,aad9,ANT(9) family aminoglycoside nucleotidyltransferase,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002578722.1,NG_047322.1,777,209,302,26.898326898326896,1
ACM22,cmx,chloramphenicol efflux MFS transporter Cmx,AMR,AMR,PHENICOL,CHLORAMPHENICOL,WP_005297378.1,NG_047664.1,1176,155,302,13.180272108843539,1
ACM22,ant(3'')-Ia,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_071846264.1,NG_052305.1,792,330,597,41.66666666666667,1
ACM22,mef(A),macrolide efflux MFS transporter Mef(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_063853698.1,NG_047973.1,1227,151,151,12.306438467807661,1
ACM22,tet(44),tetracycline resistance ribosomal protection protein Tet(44),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063855884.1,NG_048146.1,1923,458,604,23.816952678107125,1
ACM22,lnu(C),lincosamide nucleotidyltransferase Lnu(C),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_063851341.1,NG_047924.1,495,214,302,43.23232323232323,1
ACM22,ant(3'')-Ia,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA14,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_011264082.1,NG_047337.1,786,152,302,19.338422391857506,1
ACM22,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856419.1,NG_048292.1,1920,671,1484,34.947916666666664,1
ACS01,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,576,6642,82.75862068965517,1
ACS01,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,269,302,38.319088319088316,1
ACS01,tet(V),tetracycline efflux MFS transporter Tet(V),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_003896589.1,NG_048280.1,1260,162,302,12.857142857142856,1
ACS01,oleD,oleandomycin glycosyltransferase OleD,AMR,AMR,MACROLIDE,MACROLIDE,WP_063854495.1,NG_048021.1,1248,151,151,12.099358974358974,1
ACS02,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,342,3917,49.137931034482754,1
ACS02,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,350,453,49.85754985754986,1
ACS02,tetB(P),tetracycline resistance ribosomal protection protein TetB(P),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012478245.1,NG_048319.1,1959,154,302,7.861153649821337,1
ACS02,lnu(C),lincosamide nucleotidyltransferase Lnu(C),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_063851341.1,NG_047924.1,495,149,149,30.1010101010101,1
ACS02,rph,rifamycin-inactivating phosphotransferase Rph,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063854910.1,NG_048066.1,2598,151,151,5.8121632024634335,1
ACS03,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,513,6642,73.70689655172413,1
ACS03,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,247,1359,35.18518518518518,1
ACS03,rph,rifamycin-inactivating phosphotransferase Rph,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063854910.1,NG_048066.1,2598,302,302,11.624326404926867,1
ACS03,vanX-O,D-Ala-D-Ala dipeptidase VanX-O,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856778.1,NG_048496.1,609,164,302,26.929392446633827,1
ACS03,vanS-O,VanO-type vancomycin resistance histidine kinase VanS,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_070064533.1,NG_051735.1,1101,405,729,36.78474114441417,1
ACS05,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,522,6480,75.0,1
ACS05,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,569,1960,81.05413105413105,1
ACS05,vanS-O,VanO-type vancomycin resistance histidine kinase VanS,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_070064533.1,NG_051735.1,1101,175,302,15.89464123524069,1
ACS07,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,420,2263,60.3448275862069,1
ACS07,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,477,1057,67.94871794871796,1
ACS07,tet(L),tetracycline efflux MFS transporter Tet(L),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012290101.1,NG_048208.1,1383,151,151,10.91829356471439,1
ACS07,tet(L),tetracycline efflux MFS transporter Tet(L),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012477450.1,NG_048209.1,1383,135,135,9.761388286334057,1
ACS07,tetA(P),tetracycline efflux MFS transporter TetA(P),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_003479690.1,NG_048315.1,1263,174,302,13.77672209026128,1
ACS07,tet(51),tetracycline destructase Tet(51),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_099982808.1,NG_055776.1,1164,151,151,12.972508591065294,1
ACS13,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,497,2869,71.4080459770115,1
ACS13,blaBJP,subclass B3 metallo-beta-lactamase BJP-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_011088970.1,NG_048709.1,885,151,151,17.062146892655367,1
ACS13,vanK-Sc,peptidoglycan bridge formation peptidyltransferase VanK-Sc,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029108.1,NG_055982.1,1194,151,151,12.646566164154105,1
ACS13,tet(30),tetracycline efflux MFS transporter Tet(30),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_010973639.1,NG_048122.1,1185,177,302,14.936708860759493,1
ACS13,blaS,class A beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_011728509.1,NG_047542.1,882,151,151,17.12018140589569,1
ACS13,blaBJP,BJP family subclass B3 metallo-beta-lactamase,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_015684602.1,NG_055769.1,885,180,302,20.33898305084746,1
ACS13,blaEC,cephalosporin-hydrolyzing class C beta-lactamase EC-8,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063860454.1,NG_049086.1,1134,158,290,13.932980599647266,1
ACS15,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,498,4681,71.55172413793103,1
ACS15,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,286,1057,40.74074074074074,1
ACS15,rph,rifamycin-inactivating phosphotransferase Rph,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063854910.1,NG_048066.1,2598,162,302,6.235565819861432,1
ACS15,vanS-O,VanO-type vancomycin resistance histidine kinase VanS,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_070064533.1,NG_051735.1,1101,151,151,13.71480472297911,1
ACS16,rphD,rifamycin-inactivating phosphotransferase RphD,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_087348261.1,NG_063826.1,2619,151,151,5.765559373806797,1
ACS16,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,623,3926,89.51149425287356,1
ACS16,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,322,604,45.86894586894587,1
ACS16,smr,multidrug efflux SMR transporter Smr,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_032491400.1,NG_052366.1,318,159,302,50.0,1
ACS19,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063842183.1,NG_047465.1,837,150,150,17.921146953405017,1
ACS19,blaTEM,class A extended-spectrum beta-lactamase TEM-115,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063864805.1,NG_050161.1,861,255,302,29.61672473867596,1
ACS19,blaEC,cephalosporin-hydrolyzing class C beta-lactamase EC-8,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063860454.1,NG_049086.1,1134,185,302,16.313932980599645,1
ACS21,vanR-Sc,VanSc-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029105.1,NG_070726.1,696,598,7537,85.91954022988506,1
ACS21,vanR-O,VanO-type vancomycin resistance response regulator transcription factor VanR,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856729.1,NG_048424.1,702,459,1510,65.38461538461539,1
ACS21,tetB(58),tetracycline efflux ABC transporter Tet(58) subunit B,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_071223302.1,NG_056049.1,816,219,302,26.838235294117645,1
ACS21,rph,rifamycin-inactivating phosphotransferase Rph,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063854910.1,NG_048066.1,2598,368,453,14.164742109314856,1
ACW01,mphN,macrolide 2'-phosphotransferase MphN,AMR,AMR,MACROLIDE,MACROLIDE,WP_024127776.1,NG_065848.1,891,362,601,40.62850729517396,1
ACW01,aph(3')-IIc,aminoglycoside O-phosphotransferase APH(3')-IIc,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063841661.1,NG_047426.1,804,229,447,28.48258706467662,1
ACW01,blaL1,L1 family subclass B3 metallo-beta-lactamase,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063842690.1,NG_047508.1,870,242,604,27.816091954022987,1
ACW01,blaL2,L2 family class A beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063842700.1,NG_047518.1,915,530,906,57.92349726775956,1
ACW01,aph(6),APH(6) family putative aminoglycoside O-phosphotransferase,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063841666.1,NG_047427.1,813,416,906,51.16851168511685,1
ACW01,msr(G),ABC-F type ribosomal protection protein Msr(G),AMR,AMR,MACROLIDE,MACROLIDE,WP_101035417.1,NG_071179.1,1458,647,1208,44.3758573388203,1
ACW01,blaL1,L1 family subclass B3 metallo-beta-lactamase,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063842682.1,NG_047504.1,888,149,149,16.77927927927928,1
ACW01,blaL1,L1 family subclass B3 metallo-beta-lactamase,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_032966056.1,NG_047501.1,873,272,302,31.15693012600229,1
ACW01,aac(6')-Iak,aminoglycoside N-acetyltransferase AAC(6')-Iak,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_064239013.1,NG_052202.1,462,137,274,29.653679653679653,1
ACW01,blaCAU,subclass B3 metallo-beta-lactamase CAU-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063859390.1,NG_048755.1,870,230,297,26.436781609195403,1
